name,country,primary_fuel,commissioning_year,extracted_gdp
TGN,BRA,Biomass,2001,559983704075.658
TRT,BRA,Coal,2015,1802211999555.59
TS5 Tower 4,BRA,Gas,2013,2472819362259.0
Tabu,BRA,Biomass,2006,1107626711436.44
Tacaicó,BRA,Wind,2015,1802211999555.59
Tamanduá Mirim,BRA,Wind,2016,1795693265824.27
Tambaqui,BRA,Oil,2006,1107626711436.44
Tambaú,BRA,Hydro,2013,2472819362259.0
Tamboril,BRA,Hydro,2015,1802211999555.59
Tanque,BRA,Wind,2014,2456043766063.5
Tapauá,BRA,Oil,1993,438299504463.02
Taquari,BRA,Biomass,2011,2616156606734.51
Taquaruçu (Escola Politécnica),BRA,Hydro,1992,390566561752.671
Tarauacá  CEA,BRA,Oil,2016,1795693265824.27
Tarumã (Antiga Nova América),BRA,Biomass,2001,559983704075.658
Tauá,BRA,Solar,2011,2616156606734.51
Taíba Albatroz,BRA,Wind,2008,1695855391816.48
Taíba Andorinha,BRA,Wind,2014,2456043766063.5
Taíba Águia,BRA,Wind,2014,2456043766063.5
Tecon Suape,BRA,Oil,2008,1695855391816.48
Tefé,BRA,Oil,1983,189656506321.431
Teiu,BRA,Wind,2016,1795693265824.27
Telegráfica,BRA,Hydro,2011,2616156606734.51
Teles Pires,BRA,Hydro,2015,1802211999555.59
Terminal Central,BRA,Oil,2013,2472819362259.0
Termo Norte II,BRA,Gas,2001,559983704075.658
Termocabo,BRA,Gas,2002,509795270707.268
Termocana,BRA,Biomass,1994,546229749726.263
Termoceará,BRA,Gas,2002,509795270707.268
Termomanaus,BRA,Oil,2009,1666996294324.76
Termomecânica São Paulo,BRA,Oil,2006,1107626711436.44
Termonordeste,BRA,Oil,2010,2208838108593.19
Termopernambuco,BRA,Gas,2004,669289321953.683
Termoverde Caieiras,BRA,Waste,2016,1795693265824.27
Terral,BRA,Wind,2015,1802211999555.59
Terranova I,BRA,Biomass,2000,655448188246.11
Testa Branca I,BRA,Wind,2016,1795693265824.27
Testa Branca III,BRA,Wind,2016,1795693265824.27
Thyssenkrupp Metalúrgica Campo Limpo,BRA,Oil,2001,559983704075.658
Tigre,BRA,Hydro,2016,1795693265824.27
Tishman Spyer,BRA,Oil,2013,2472819362259.0
Tivit Transamérica  (Antiga Optiglobe São Paulo),BRA,Oil,2000,655448188246.11
Toca do Tigre,BRA,Hydro,2013,2472819362259.0
Torre Santander,BRA,Oil,2009,1666996294324.76
Total,BRA,Biomass,2010,2208838108593.19
Totvs,BRA,Oil,2012,2465228293862.62
Trairí,BRA,Wind,2013,2472819362259.0
Tramontina,BRA,Biomass,1998,863711007338.683
Triunfo,BRA,Biomass,2001,559983704075.658
Triálcool,BRA,Biomass,2003,558233724160.742
Tropical Bioenergia,BRA,Biomass,2009,1666996294324.76
Tropical Bioenergia II,BRA,Biomass,2014,2456043766063.5
Três Irmãos,BRA,Hydro,1993,438299504463.02
Três Marias,BRA,Hydro,1962,19231747851.5332
Tucuruí,BRA,Hydro,1984,188339974086.58
Tudelândia,BRA,Hydro,2010,2208838108593.19
Turvo I,BRA,Oil,2012,2465228293862.62
Túlio Cordeiro de Mello (Antiga Granada),BRA,Hydro,2003,558233724160.742
U-50,BRA,Oil,2015,1802211999555.59
UFL,BRA,Biomass,2014,2456043766063.5
UG Diesel Granol Bebedouro,BRA,Oil,2005,891633826582.606
UGPU,BRA,Gas,2000,655448188246.11
UNIME UNIÃO M EDUC CULTURA - LAURO DE FREITAS,BRA,Oil,2013,2472819362259.0
UT UGPU Itabirito,BRA,Gas,2013,2472819362259.0
Uarini,BRA,Oil,2011,2616156606734.51
Uberaba,BRA,Biomass,2008,1695855391816.48
Uberlândia,BRA,Waste,2011,2616156606734.51
Uberlândia Refrescos,BRA,Oil,2011,2616156606734.51
Unaí Baixo,BRA,Hydro,2012,2465228293862.62
Unialco,BRA,Biomass,1982,271314113768.417
Unidade de Bioenergia Alto Taquari,BRA,Biomass,2013,2472819362259.0
Unidade de Bioenergia Costa Rica,BRA,Biomass,2011,2616156606734.51
Unidade de Bioenergia Morro Vermelho,BRA,Biomass,2013,2472819362259.0
Unidade de Bioenergia Água Emendada,BRA,Biomass,2013,2472819362259.0
Unidade de Geração de Energia Elétrica - Agrenco - Mato Grosso,BRA,Biomass,2015,1802211999555.59
Univalem Bioenergia,BRA,Biomass,2012,2465228293862.62
União,BRA,Biomass,2010,2208838108593.19
União dos Ventos 1,BRA,Wind,2014,2456043766063.5
União dos Ventos 10,BRA,Wind,2014,2456043766063.5
União dos Ventos 2,BRA,Wind,2014,2456043766063.5
União dos Ventos 3,BRA,Wind,2014,2456043766063.5
União dos Ventos 4,BRA,Wind,2014,2456043766063.5
União dos Ventos 5,BRA,Wind,2014,2456043766063.5
União dos Ventos 6,BRA,Wind,2014,2456043766063.5
União dos Ventos 7,BRA,Wind,2014,2456043766063.5
União dos Ventos 8,BRA,Wind,2014,2456043766063.5
União dos Ventos 9,BRA,Wind,2014,2456043766063.5
Urbano Sinop,BRA,Biomass,2008,1695855391816.48
Urbano São Gabriel,BRA,Biomass,1995,769333330439.52
Uruba,BRA,Biomass,2000,655448188246.11
Uruguaiana,BRA,Gas,2000,655448188246.11
Usalpa,BRA,Biomass,2002,509795270707.268
Usaçúcar - Terra Rica,BRA,Biomass,2009,1666996294324.76
Usiminas,BRA,Biomass,2003,558233724160.742
Usina Bertolo Açúcar e Álcool,BRA,Biomass,2001,559983704075.658
Usina Bonfim,BRA,Biomass,2010,2208838108593.19
Usina Coruripe Açúcar e Álcool,BRA,Biomass,2011,2616156606734.51
Usina Monte Alegre,BRA,Biomass,2009,1666996294324.76
Usina São Luiz,BRA,Biomass,2001,559983704075.658
Usina Vale,BRA,Biomass,1994,546229749726.263
Usina da Pedra,BRA,Biomass,2003,558233724160.742
Usina da Serra,BRA,Biomass,2002,509795270707.268
Usipar Industria e Comercio,BRA,Biomass,2007,1397114247287.58
VILMA ALIMENTOS,BRA,Oil,2001,559983704075.658
VIVA OPEN MALL,BRA,Oil,2015,1802211999555.59
Vale Complexo Tubarão - 7GE,BRA,Oil,1997,883206452832.811
Vale Complexo Tubarão GE 8,BRA,Oil,2013,2472819362259.0
Vale Complexo Tubarão GE2,BRA,Oil,1976,153168949208.207
Vale Fertilizantes Cajati (Antiga Serrana),BRA,Oil,1975,129203555238.827
Vale Fertilizantes Catalão,BRA,Oil,2001,559983704075.658
Vale Fertilizantes Cubatão (Antiga Bunge nº 1 Cubatão),BRA,Oil,2012,2465228293862.62
Vale Fertilizantes Tapira,BRA,Oil,2001,559983704075.658
Vale do Ivaí,BRA,Biomass,2001,559983704075.658
Vale do Rosário,BRA,Biomass,1994,546229749726.263
Vale do São Simão,BRA,Biomass,2010,2208838108593.19
Vale do Tijuco,BRA,Biomass,2010,2208838108593.19
Vale do Tijuco II,BRA,Biomass,2012,2465228293862.62
Valfilm MG Industria de embalagens plastica,BRA,Oil,2015,1802211999555.59
Valinho,BRA,Biomass,2007,1397114247287.58
Varginha,BRA,Hydro,2010,2208838108593.19
Vento Aragano I,BRA,Wind,2015,1802211999555.59
Vento Formoso,BRA,Wind,2016,1795693265824.27
Ventos da Andorinha,BRA,Wind,2015,1802211999555.59
Ventos de Campo Formoso I,BRA,Wind,2016,1795693265824.27
Ventos de Campo Formoso II,BRA,Wind,2015,1802211999555.59
Ventos de Guarás I,BRA,Wind,2016,1795693265824.27
Ventos de Morrinhos,BRA,Wind,2015,1802211999555.59
Ventos de Santa Angelina,BRA,Wind,2016,1795693265824.27
Ventos de Santa Brígida I,BRA,Wind,2015,1802211999555.59
Ventos de Santa Brígida II,BRA,Wind,2015,1802211999555.59
Ventos de Santa Brígida III,BRA,Wind,2015,1802211999555.59
Ventos de Santa Brígida IV,BRA,Wind,2015,1802211999555.59
Ventos de Santa Brígida V,BRA,Wind,2015,1802211999555.59
Ventos de Santa Brígida VI,BRA,Wind,2015,1802211999555.59
Ventos de Santa Brígida VII,BRA,Wind,2015,1802211999555.59
Ventos de Santa Bárbara,BRA,Wind,2017,2063514688761.67
Ventos de Santa Joana I,BRA,Wind,2016,1795693265824.27
Ventos de Santa Joana II,BRA,Wind,2015,1802211999555.59
Ventos de Santa Joana III,BRA,Wind,2016,1795693265824.27
Ventos de Santa Joana IV,BRA,Wind,2016,1795693265824.27
Ventos de Santa Joana IX,BRA,Wind,2015,1802211999555.59
Ventos de Santa Joana V,BRA,Wind,2016,1795693265824.27
Ventos de Santa Joana VI,BRA,Wind,2015,1802211999555.59
Ventos de Santa Joana VII,BRA,Wind,2016,1795693265824.27
Ventos de Santa Joana VIII,BRA,Wind,2015,1802211999555.59
Ventos de Santa Joana X,BRA,Wind,2015,1802211999555.59
Ventos de Santa Joana XI,BRA,Wind,2015,1802211999555.59
Ventos de Santa Joana XII,BRA,Wind,2015,1802211999555.59
Ventos de Santa Joana XIII,BRA,Wind,2015,1802211999555.59
Ventos de Santa Joana XIV,BRA,Wind,2015,1802211999555.59
Ventos de Santa Joana XV,BRA,Wind,2015,1802211999555.59
Ventos de Santa Joana XVI,BRA,Wind,2015,1802211999555.59
Ventos de Santo Augusto I,BRA,Wind,2017,2063514688761.67
Ventos de Santo Augusto II,BRA,Wind,2016,1795693265824.27
Ventos de Santo Augusto III,BRA,Wind,2016,1795693265824.27
Ventos de Santo Augusto IV,BRA,Wind,2016,1795693265824.27
Ventos de Santo Augusto V,BRA,Wind,2016,1795693265824.27
Ventos de Santo Augusto VI,BRA,Wind,2017,2063514688761.67
Ventos de Santo Augusto VII,BRA,Wind,2017,2063514688761.67
Ventos de Santo Augusto VIII,BRA,Wind,2016,1795693265824.27
Ventos de Santo Dimas,BRA,Wind,2016,1795693265824.27
Ventos de Santo Estevão II,BRA,Wind,2017,2063514688761.67
Ventos de Santo Estevão III,BRA,Wind,2016,1795693265824.27
Ventos de Santo Estevão V,BRA,Wind,2016,1795693265824.27
Ventos de Santo Onofre I,BRA,Wind,2015,1802211999555.59
Ventos de Santo Onofre II,BRA,Wind,2015,1802211999555.59
Ventos de Santo Onofre III,BRA,Wind,2015,1802211999555.59
Ventos de Santo Uriel,BRA,Wind,2015,1802211999555.59
Ventos de São Benedito,BRA,Wind,2016,1795693265824.27
Ventos de São Clemente 1,BRA,Wind,2016,1795693265824.27
Ventos de São Clemente 2,BRA,Wind,2016,1795693265824.27
Ventos de São Clemente 3,BRA,Wind,2016,1795693265824.27
Ventos de São Clemente 4,BRA,Wind,2016,1795693265824.27
Ventos de São Clemente 5,BRA,Wind,2016,1795693265824.27
Ventos de São Clemente 6,BRA,Wind,2016,1795693265824.27
Ventos de São Clemente 7,BRA,Wind,2016,1795693265824.27
Ventos de São Clemente 8,BRA,Wind,2016,1795693265824.27
Ventos de São Martinho,BRA,Wind,2016,1795693265824.27
Ventos de São Miguel,BRA,Wind,2014,2456043766063.5
Ventos de Tianguá,BRA,Wind,2016,1795693265824.27
Ventos de Tianguá Norte,BRA,Wind,2016,1795693265824.27
Ventos do Morro do Chapéu,BRA,Wind,2016,1795693265824.27
Ventos do Nordeste,BRA,Wind,2014,2456043766063.5
Ventos do Parazinho,BRA,Wind,2016,1795693265824.27
Ventos do Sertão,BRA,Wind,2016,1795693265824.27
Verace 24,BRA,Wind,2015,1802211999555.59
Verace 25,BRA,Wind,2015,1802211999555.59
Verace 26,BRA,Wind,2015,1802211999555.59
Verace 27,BRA,Wind,2015,1802211999555.59
Verace 28,BRA,Wind,2015,1802211999555.59
Verace 29,BRA,Wind,2015,1802211999555.59
Verace 30,BRA,Wind,2015,1802211999555.59
Verace 31,BRA,Wind,2015,1802211999555.59
Verace 34,BRA,Wind,2016,1795693265824.27
Verace 35,BRA,Wind,2015,1802211999555.59
Verace 36,BRA,Wind,2015,1802211999555.59
Verace I,BRA,Wind,2015,1802211999555.59
Verace II,BRA,Wind,2015,1802211999555.59
Verace III,BRA,Wind,2015,1802211999555.59
Verace IV,BRA,Wind,2015,1802211999555.59
Verace IX,BRA,Wind,2015,1802211999555.59
Verace V,BRA,Wind,2015,1802211999555.59
Verace VI,BRA,Wind,2015,1802211999555.59
Verace VII,BRA,Wind,2015,1802211999555.59
Verace VIII,BRA,Wind,2015,1802211999555.59
Verace X,BRA,Wind,2015,1802211999555.59
Veracel,BRA,Biomass,2006,1107626711436.44
Vertente,BRA,Biomass,2005,891633826582.606
Vetorial,BRA,Biomass,2003,558233724160.742
Vetorial Corumbá,BRA,Biomass,2009,1666996294324.76
Via Brasil Shopping,BRA,Oil,2012,2465228293862.62
Viana,BRA,Oil,2010,2208838108593.19
Victor Baptista Adami (Antiga Passos Maia),BRA,Hydro,2012,2465228293862.62
Viena,BRA,Biomass,2008,1695855391816.48
Vila Amazonas V,BRA,Wind,2016,1795693265824.27
Vila Pará I,BRA,Wind,2016,1795693265824.27
Vila Pará II,BRA,Wind,2016,1795693265824.27
Vila Pará III,BRA,Wind,2016,1795693265824.27
Vilhena,BRA,Oil,1984,188339974086.58
Viralcool,BRA,Biomass,1983,189656506321.431
Viralcool Castilho,BRA,Biomass,2006,1107626711436.44
Virgolino de Oliveira - Itapira,BRA,Biomass,1975,129203555238.827
Virálcool 2,BRA,Biomass,2013,2472819362259.0
Vista Alegre,BRA,Biomass,2010,2208838108593.19
Vista Alegre I (Antiga Energética Vista Alegre),BRA,Biomass,2009,1666996294324.76
Vista Alegre II,BRA,Biomass,2015,1802211999555.59
Vitorino,BRA,Hydro,2002,509795270707.268
Vitória,BRA,Wind,2010,2208838108593.19
Vivicon,BRA,Oil,2012,2465228293862.62
Volta Grande,BRA,Hydro,2016,1795693265824.27
Volta Grande,BRA,Hydro,1974,109794519727.538
Volta do Rio,BRA,Wind,2010,2208838108593.19
Várzea Alegre,BRA,Hydro,2011,2616156606734.51
WD,BRA,Biomass,1988,307881930752.268
Wal Mart Blumenau,BRA,Oil,2011,2616156606734.51
Wal Mart Chapecó,BRA,Oil,2014,2456043766063.5
Wal Mart Indaiatuba,BRA,Oil,2013,2472819362259.0
Wal Mart Taubaté,BRA,Oil,2013,2472819362259.0
Walmart Big Brusque,BRA,Oil,2011,2616156606734.51
Walmart Santa Maria,BRA,Oil,2013,2472819362259.0
Walter Rossi (Antiga Antas II),BRA,Hydro,1998,863711007338.683
Wasser Kraft,BRA,Hydro,2009,1666996294324.76
West Shopping,BRA,Oil,2010,2208838108593.19
Willy Faller,BRA,Hydro,2017,2063514688761.67
Xangri-lá,BRA,Wind,2014,2456043766063.5
Xavante,BRA,Wind,2010,2208838108593.19
Xavantina,BRA,Hydro,2015,1802211999555.59
Xingó,BRA,Hydro,1994,546229749726.263
YAMADA CIDADE NOVA,BRA,Oil,2008,1695855391816.48
YAMADA PLAZA CASTANHAL,BRA,Oil,2010,2208838108593.19
YAMADA PÁTIO BELÉM,BRA,Oil,2007,1397114247287.58
YOKI,BRA,Oil,2011,2616156606734.51
YPE I,BRA,Oil,2015,1802211999555.59
Zanin,BRA,Biomass,1983,189656506321.431
Zanotti Pacatuba,BRA,Oil,2012,2465228293862.62
Zé Tunin,BRA,Hydro,2012,2465228293862.62
benedito,BRA,Hydro,1980,237393489892.637
cooperativa regional agropecuaria sul catarinense - coopersulca,BRA,Oil,2014,2456043766063.5
promold,BRA,Oil,2015,1802211999555.59
Água Bonita,BRA,Biomass,2006,1107626711436.44
Água Limpa,BRA,Biomass,2000,655448188246.11
Água Limpa,BRA,Hydro,2010,2208838108593.19
Água Vermelha (Antiga José Ermírio de Moraes),BRA,Hydro,1978,200278646123.581
Ângelo Cassol,BRA,Hydro,2011,2616156606734.51
Índio Condá,BRA,Hydro,2015,1802211999555.59
AES Galabovo,BGR,Coal,2011,57735709913.8851
Deven power station,BGR,Coal,2009,52023813557.8158
Maritsa Itzok-3 power station,BGR,Coal,1980,19839230769.2308
Angkor Biomass,KHM,Biomass,2014,16702610842.4025
Kamchay,KHM,Hydro,2011,12829541141.0127
Khmer Electric Power Diesel Power Plant,KHM,Oil,2005,6293046161.83262
Kirirom I,KHM,Hydro,2002,4284028482.53766
Lower Russei Chrum,KHM,Hydro,2014,16702610842.4025
MH Bio-Ethanol Distillery,KHM,Waste,2014,16702610842.4025
Phnom Penh Diesel,KHM,Oil,1996,3506695719.57259
Siang Phong,KHM,Waste,2014,16702610842.4025
Sihanoukville CEL power station,KHM,Coal,2014,16702610842.4025
Sihanoukville CIIDG power station,KHM,Coal,2015,18049954289.4229
Sihanoukville Diesel,KHM,Oil,1998,3120425502.58253
Stung Atai,KHM,Hydro,2013,15227991395.2201
Stung Tatai,KHM,Hydro,2014,16702610842.4025
Algoma Cogeneration,CAN,Gas,2009,1374625142157.29
Aurora,CAN,Gas,1999,678409995711.893
Carseland,CAN,Gas,2001,738962729044.525
Charlottetown Thermal Generating Station,CAN,Oil,2005,1173108598778.68
Dupont Maitland,CAN,Gas,1992,594376087449.388
East Windsor Cogeneration,CAN,Gas,2009,1374625142157.29
Ermine,CAN,Gas,2009,1374625142157.29
Foster Creek,CAN,Gas,2003,895540646634.787
GTAA Cogeneration,CAN,Gas,2006,1319264809590.97
Grandview,CAN,Gas,2004,1026690238278.25
Hardwoods,CAN,Gas,1977,212325176304.654
Kearl,CAN,Gas,2014,1805749878439.94
Landis,CAN,Gas,1975,174426742591.498
Northern Prairie,CAN,Gas,2008,1552989690721.65
Ottawa Health Sciences Centre,CAN,Gas,1992,594376087449.388
Primrose,CAN,Gas,1998,633997734246.945
Rainbow Lake A,CAN,Gas,1961,40935133543.1576
Rainbow Lake B,CAN,Gas,1999,678409995711.893
Scotford Air Liquide,CAN,Gas,2000,744773415931.587
Spy Hill,CAN,Gas,2011,1793326630174.52
Suncor Utility Plant,CAN,Gas,1967,65668511127.259
Valleyview,CAN,Gas,2001,738962729044.525
Victoria Junction,CAN,Oil,1975,174426742591.498
Whitby,CAN,Gas,1998,633997734246.945
Windsor Cogeneration,CAN,Gas,1996,630597987889.282
APP Zhenjiang Jindong Mill power station,CHN,Coal,2000,1211331627479.0
Aksu Cogen power station,CHN,Coal,2016,11233314018690.1
Aksu Xuzhou power station,CHN,Coal,2011,7551545321799.88
Alashan Left Qi Wusitai power station,CHN,Coal,2009,5101691085625.95
Anda Cogen power station,CHN,Coal,2014,10475624783235.6
Anhui Bengbu power station,CHN,Coal,2013,9570470577244.86
Anhui Hwasu power station,CHN,Coal,2012,8532185615746.62
Anhui Xuancheng power station,CHN,Coal,2012,8532185615746.62
Ankang,CHN,Hydro,1993,444731282435.515
Ansha Dam,CHN,Hydro,1975,163429496442.805
Anshan Steel Company No 2 power station,CHN,Coal,1973,138543203562.724
Anwen Songzao power station,CHN,Coal,2015,11061573199439.7
Aral Xinhu Cogen power station,CHN,Coal,2013,9570470577244.86
Baguanhe Washery power station,CHN,Coal,2007,3550327569655.47
Baise,CHN,Hydro,2006,2752118542130.4
Baise Coal,CHN,Coal,2009,5101691085625.95
Baise Smelter power station,CHN,Coal,2016,11233314018690.1
Baise Tianyang power station,CHN,Coal,2007,3550327569655.47
Baishan - Hunjiang 2 Coal,CHN,Coal,2007,3550327569655.47
Baishi (Guizhou) Dam,CHN,Hydro,2011,7551545321799.88
Baishi (Liaoning) Dam,CHN,Hydro,2002,1470557565965.51
Baitao cogen power station,CHN,Coal,2012,8532185615746.62
Baiyanghe power station,CHN,Coal,2002,1470557565965.51
Banshan Gas,CHN,Gas,2005,2285961242869.55
Baoding Northwest Suberb power station,CHN,Coal,2017,12310491176727.3
Baoquan,CHN,Hydro,2011,7551545321799.88
Baoshan Works power station,CHN,Coal,1986,300758100107.246
Baosteel Zhanjiang power station,CHN,Coal,2014,10475624783235.6
Baotou Aluminum power station,CHN,Coal,2016,11233314018690.1
Baotou Donghua power station,CHN,Coal,2005,2285961242869.55
Baotou East Hope power station,CHN,Coal,2003,1660280610709.71
Baotou Hexi power station,CHN,Coal,2006,2752118542130.4
Baotou Olefins power station,CHN,Coal,2009,5101691085625.95
Baotou Works power station,CHN,Coal,2001,1339400843164.88
Baozhusi,CHN,Hydro,1996,863749314718.538
Baqiao power station,CHN,Coal,2007,3550327569655.47
Bashan Dam,CHN,Hydro,2009,5101691085625.95
Bayanhua Jinshan power station,CHN,Coal,2010,6087191720866.69
Beian power station,CHN,Coal,1997,961602019650.615
Beihai Bebuwan power station,CHN,Coal,2004,1955346808095.44
Beihai New Area Heating power station,CHN,Coal,2014,10475624783235.6
Beijing - Northwest,CHN,Gas,2013,9570470577244.86
Beijing - Shijingshan Coal,CHN,Coal,1988,312353631207.819
Beitun Cogen power station,CHN,Coal,2016,11233314018690.1
Bijie power station,CHN,Coal,2009,5101691085625.95
Bikou,CHN,Hydro,1977,174935897086.309
Binzhou - Huji 1-4 Coal,CHN,Coal,2014,10475624783235.6
Binzhou Heating Supply Center power station,CHN,Coal,2012,8532185615746.62
Bohe Coal,CHN,Coal,2015,11061573199439.7
Bole Cogen power station,CHN,Coal,2016,11233314018690.1
Bulian power station,CHN,Coal,2013,9570470577244.86
CHALCO Shandong Branch Power Station,CHN,Coal,2012,8532185615746.62
CKI Lamma power station,CHN,Coal,1989,347768051311.741
CNPC Fushun Petrochemical power station,CHN,Coal,2009,5101691085625.95
CPI Baicheng power station,CHN,Coal,2010,6087191720866.69
CPI Changshu-1 power station,CHN,Coal,2005,2285961242869.55
CPI Chifeng Daban power station,CHN,Coal,2013,9570470577244.86
CPI Chifeng New City Region power station,CHN,Coal,2017,12310491176727.3
CPI Dabieshan power station,CHN,Coal,2008,4594336785737.67
CPI Fenyi power station,CHN,Coal,2006,2752118542130.4
CPI Huolinhe power station,CHN,Coal,2008,4594336785737.67
CPI Nanyang power station,CHN,Coal,2008,4594336785737.67
CPI Ningxia Zaoquan power station,CHN,Coal,2017,12310491176727.3
CPI Pingwei power station,CHN,Coal,2006,2752118542130.4
CPI Qinghe power station,CHN,Coal,1995,734484863889.36
CPI Shanxi Houma power station,CHN,Coal,2012,8532185615746.62
CPI Shentou power station,CHN,Coal,1998,1029060706187.88
CPI Wusu power station,CHN,Coal,2011,7551545321799.88
CPI Xinchang power station,CHN,Coal,2010,6087191720866.69
CPI Xining power station,CHN,Coal,2015,11061573199439.7
CPI Zhongwei Cogen power station,CHN,Coal,2016,11233314018690.1
CR Changzhou power station,CHN,Coal,2006,2752118542130.4
CR Liuzhi power station,CHN,Coal,2016,11233314018690.1
Cangzhou Bohai power station,CHN,Coal,2015,11061573199439.7
Cangzhou power station,CHN,Coal,2007,3550327569655.47
Caofeidian Works power station,CHN,Coal,2009,5101691085625.95
Castle Peak power station,CHN,Coal,1986,300758100107.246
Changchun Southeast power station,CHN,Coal,2018,13894907485398.9
Changchun-2 power station,CHN,Coal,2001,1339400843164.88
Changchun-3 power station,CHN,Coal,2009,5101691085625.95
Changde Coal,CHN,Coal,2015,11061573199439.7
Changji Coal,CHN,Coal,2006,2752118542130.4
Changji Fukang power station,CHN,Coal,2010,6087191720866.69
Changshu-2 power station,CHN,Coal,2005,2285961242869.55
Changxing Island Hengli Petrochemical power station,CHN,Coal,2012,8532185615746.62
Changzhi Tunliu power station,CHN,Coal,2006,2752118542130.4
Changzhi power station,CHN,Coal,2012,8532185615746.62
Changzhou,CHN,Hydro,1993,444731282435.515
Changzhou Zhongtian Iron & Steel power station,CHN,Coal,2005,2285961242869.55
Chaoyang Yanshanhu power station,CHN,Coal,2012,8532185615746.62
Chaozhou Sanbaimen power station,CHN,Coal,2008,4594336785737.67
Chengbihe,CHN,Hydro,1966,76720008644.9133
Chengfeng Cogen power station,CHN,Coal,2006,2752118542130.4
Chifeng Yuanbaoshan power station,CHN,Coal,1994,564321876346.387
China Resources Caofeidian power station,CHN,Coal,2016,11233314018690.1
China Resources Dengkou power station,CHN,Coal,2009,5101691085625.95
China Resources Gucheng power station,CHN,Coal,2006,2752118542130.4
Chiping Haoji power station,CHN,Coal,2013,9570470577244.86
Chiping Xinfa power station,CHN,Coal,2002,1470557565965.51
Chitan,CHN,Hydro,1980,191149211575.0
Chizhou Jiuhua power station,CHN,Coal,2005,2285961242869.55
Chonghu'er,CHN,Hydro,2009,5101691085625.95
Chongqing Baihe power station,CHN,Coal,2004,1955346808095.44
Chongqing Coal,CHN,Coal,1986,300758100107.246
Chongqing Lee & Man Paper power station,CHN,Coal,2008,4594336785737.67
Chongqing Longqiao power station,CHN,Coal,2014,10475624783235.6
Chongqing Nine Dragons Cogen power station,CHN,Coal,2009,5101691085625.95
Chongqing Qineng power station,CHN,Coal,2013,9570470577244.86
Chongqing Shizhu power station,CHN,Coal,2014,10475624783235.6
Chongqing Shuanghuai power station,CHN,Coal,2011,7551545321799.88
Chuangyuan Smelter power station,CHN,Coal,2017,12310491176727.3
Coloane B,CHN,Gas,2003,1660280610709.71
Daba power station,CHN,Coal,2001,1339400843164.88
